FF 51 03 07 A1 20,C major
FF 58 04 04 02 18 08,C major
FF 01 18 68 61 72 70 73 69 63 68 6F 72 64 3A 20 4A 6F 68 6E 20 53 61 6E 6B 65 79,C major
C0 06,C major
91 3D 7F,E major,0.00260416666667
9B 46 7F,E major
8B 46 7F,E major,0.126302083333
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.126302083333
81 3D 7F,E major
94 34 7F,E major,0.00260416666667
9B 46 7F,E major
8B 46 7F,E major,0.256510416667
84 34 7F,E major
91 3D 7F,E major,0.00260416666667
9C 47 7F,E major
8C 47 7F,E major,0.126302083333
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.126302083333
81 3D 7F,E major
93 33 7F,E major,0.00260416666667
9C 47 7F,E major
93 3F 7F,E major,0.259114583333
8C 47 7F,E major,0.02734375
83 3F 7F,E major,0.229166666667
83 33 7F,E major
94 34 7F,E major,0.00260416666667
91 3D 7F,E major
81 3D 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.256510416667
84 34 7F,E major
96 36 7F,E major,0.00260416666667
91 3D 7F,E major
81 3D 7F,E major,0.256510416667
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.256510416667
86 36 7F,E major
9C 2F 7F,E major,0.00260416666667
9C 47 7F,E major
8C 2F 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
8C 3B 7F,E major,0.126302083333
9B 3A 7F,E major,0.00260416666667
8B 3A 7F,E major,0.126302083333
9C 3B 7F,E major,0.00260416666667
8C 47 7F,E major,0.12890625
8C 3B 7F,E major,0.126302083333
96 36 7F,E major,0.00260416666667
9C 47 7F,E major
86 36 7F,E major,0.126302083333
94 34 7F,E major,0.00260416666667
84 34 7F,E major,0.126302083333
8C 47 7F,E major
96 36 7F,E major,0.00260416666667
93 4B 7F,E major
83 4B 7F,E major,0.256510416667
86 36 7F,E major
93 33 7F,E major,0.00260416666667
96 4E 7F,E major
83 33 7F,E major,0.126302083333
91 31 7F,E major,0.00260416666667
81 31 7F,E major,0.126302083333
86 4E 7F,E major
93 33 7F,E major,0.00260416666667
9C 53 7F,E major
83 33 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
86 36 7F,E major,0.126302083333
94 34 7F,E major,0.00260416666667
84 34 7F,E major,0.126302083333
96 36 7F,E major,0.00260416666667
86 36 7F,E major,0.256510416667
8C 53 7F,E major
93 33 7F,E major,0.00260416666667
9C 53 7F,E major
83 33 7F,E major,0.126302083333
91 31 7F,E major,0.00260416666667
81 31 7F,E major,0.126302083333
8C 53 7F,E major
93 33 7F,E major,0.00260416666667
96 4E 7F,E major
86 4E 7F,E major,0.256510416667
83 33 7F,E major
9C 2F 7F,E major,0.00260416666667
93 4B 7F,E major
8C 2F 7F,E major,0.126302083333
9B 2E 7F,E major,0.00260416666667
83 4B 7F,E major,0.11328125
8B 2E 7F,E major,0.0130208333333
9C 2F 7F,E major,0.00260416666667
9C 47 7F,E major
96 42 7F,E major,0.259114583333
86 42 7F,E major,0.256510416667
93 3F 7F,E major,0.00260416666667
83 3F 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
9C 23 7F,E major,0.259114583333
8C 3B 7F,E major,0.252604166667
8C 47 7F,E major,0.00520833333333
8C 23 7F,E major,0.2265625
8C 2F 7F,E major,0.0299479166667
9C 3B 7F,E major,0.0234375
8C 3B 7F,E major,0.2421875
9C 3B 7F,E major,0.015625
91 3D 7F,E major,0.259114583333
8C 3B 7F,E major,0.256510416667
9B 3A 7F,E major,0.00260416666667
81 3D 7F,E major,0.256510416667
93 3F 7F,E major,0.00260416666667
8B 3A 7F,E major,0.256510416667
9A 39 7F,E major,0.00260416666667
83 3F 7F,E major,0.256510416667
94 40 7F,E major,0.00260416666667
8A 39 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
84 40 7F,E major,0.256510416667
96 42 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
86 42 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
86 36 7F,E major,0.256510416667
94 34 7F,E major,0.00260416666667
88 44 7F,E major,0.256510416667
9B 46 7F,E major,0.00260416666667
84 34 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
8B 46 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.256510416667
83 33 7F,E major
9B 46 7F,E major,0.00260416666667
91 31 7F,E major
8B 46 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.256510416667
81 31 7F,E major
96 42 7F,E major,0.00260416666667
93 33 7F,E major
83 33 7F,E major,0.126302083333
94 34 7F,E major,0.00260416666667
84 34 7F,E major,0.126302083333
86 42 7F,E major
9C 47 7F,E major,0.00260416666667
93 33 7F,E major
83 33 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
86 36 7F,E major,0.126302083333
94 34 7F,E major,0.00260416666667
84 34 7F,E major,0.126302083333
9C 3B 7F,E major,0.00260416666667
96 36 7F,E major
86 36 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
83 33 7F,E major,0.126302083333
91 31 7F,E major,0.00260416666667
8C 47 7F,E major,0.0911458333333
81 31 7F,E major,0.03515625
93 33 7F,E major,0.00260416666667
8C 3B 7F,E major,0.236979166667
83 33 7F,E major,0.0182291666667
9C 2F 7F,E major,0.00260416666667
8C 2F 7F,E major,0.126302083333
9B 2E 7F,E major,0.00260416666667
8B 2E 7F,E major,0.126302083333
9C 2F 7F,E major,0.00260416666667
9C 53 7F,E major,0.259114583333
8C 2F 7F,E major,0.256510416667
91 31 7F,E major,0.00260416666667
8C 53 7F,E major,0.256510416667
9B 52 7F,E major,0.00260416666667
81 31 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
8B 52 7F,E major,0.256510416667
9A 51 7F,E major,0.00260416666667
83 33 7F,E major,0.256510416667
94 34 7F,E major,0.00260416666667
8A 51 7F,E major,0.256510416667
98 50 7F,E major,0.00260416666667
84 34 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
88 50 7F,E major,0.256510416667
96 4E 7F,E major,0.00260416666667
86 36 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
86 4E 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
9B 3A 7F,E major,0.00260416666667
84 4C 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
8B 3A 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
8C 3B 7F,E major,0.256510416667
83 4B 7F,E major
91 49 7F,E major,0.00260416666667
9B 3A 7F,E major
8B 3A 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
81 49 7F,E major
93 4B 7F,E major,0.00260416666667
96 36 7F,E major
83 4B 7F,E major,0.126302083333
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.126302083333
86 36 7F,E major
93 4B 7F,E major,0.00260416666667
9C 3B 7F,E major
83 4B 7F,E major,0.256510416667
96 4E 7F,E major,0.00260416666667
86 4E 7F,E major,0.126302083333
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.126302083333
8C 3B 7F,E major
96 4E 7F,E major,0.00260416666667
9C 2F 7F,E major
86 4E 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
91 49 7F,E major,0.00260416666667
8C 2F 7F,E major,0.123697916667
81 49 7F,E major,0.00260416666667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.126302083333
9C 47 7F,E major,0.00260416666667
98 38 7F,E major
8C 47 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
88 38 7F,E major
93 4B 7F,E major,0.00260416666667
9C 3B 7F,E major
83 4B 7F,E major,0.256510416667
98 50 7F,E major,0.00260416666667
88 50 7F,E major,0.126302083333
97 4F 7F,E major,0.00260416666667
87 4F 7F,E major,0.126302083333
8C 3B 7F,E major
98 50 7F,E major,0.00260416666667
93 3F 7F,E major
88 50 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
83 3F 7F,E major
91 49 7F,E major,0.00260416666667
97 37 7F,E major
81 49 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.126302083333
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
87 37 7F,E major
94 4C 7F,E major,0.00260416666667
9B 3A 7F,E major
84 4C 7F,E major,0.256510416667
9B 52 7F,E major,0.00260416666667
8B 52 7F,E major,0.126302083333
98 50 7F,E major,0.00260416666667
88 50 7F,E major,0.126302083333
8B 3A 7F,E major
9B 52 7F,E major,0.00260416666667
93 3F 7F,E major
8B 52 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
83 3F 7F,E major
93 4B 7F,E major,0.00260416666667
98 38 7F,E major
83 4B 7F,E major,0.256510416667
98 50 7F,E major,0.00260416666667
88 50 7F,E major,0.126302083333
97 4F 7F,E major,0.00260416666667
87 4F 7F,E major,0.126302083333
88 38 7F,E major
98 50 7F,E major,0.00260416666667
9C 3B 7F,E major
88 50 7F,E major,0.256510416667
9C 53 7F,E major,0.00260416666667
8C 53 7F,E major,0.126302083333
9B 52 7F,E major,0.00260416666667
8B 52 7F,E major,0.126302083333
8C 3B 7F,E major
9C 53 7F,E major,0.00260416666667
93 3F 7F,E major
8C 53 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
92 4A 7F,E major,0.00260416666667
82 4A 7F,E major,0.126302083333
83 3F 7F,E major
93 4B 7F,E major,0.00260416666667
93 33 7F,E major
83 4B 7F,E major,0.256510416667
9B 52 7F,E major,0.00260416666667
8B 52 7F,E major,0.126302083333
98 50 7F,E major,0.00260416666667
88 50 7F,E major,0.126302083333
83 33 7F,E major
9B 52 7F,E major,0.00260416666667
93 3F 7F,E major
8B 52 7F,E major,0.256510416667
97 4F 7F,E major,0.00260416666667
87 4F 7F,E major,0.126302083333
95 4D 7F,E major,0.00260416666667
85 4D 7F,E major,0.126302083333
83 3F 7F,E major
97 4F 7F,E major,0.00260416666667
91 3D 7F,E major
87 4F 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
92 4A 7F,E major,0.00260416666667
82 4A 7F,E major,0.126302083333
81 3D 7F,E major
93 4B 7F,E major,0.00260416666667
90 3C 7F,E major
83 4B 7F,E major,0.229166666667
9A 51 7F,E major,0.0299479166667
80 3C 7F,E major,0.256510416667
91 3D 7F,E major,0.00260416666667
8A 51 7F,E major,0.256510416667
98 50 7F,E major,0.00260416666667
81 3D 7F,E major,0.256510416667
93 3F 7F,E major,0.00260416666667
88 50 7F,E major,0.256510416667
96 4E 7F,E major,0.00260416666667
83 3F 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
86 4E 7F,E major,0.19921875
94 4C 7F,E major,0.0598958333333
84 4C 7F,E major,0.126302083333
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
88 38 7F,E major
94 4C 7F,E major,0.00260416666667
91 3D 7F,E major
84 4C 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
90 48 7F,E major,0.00260416666667
80 48 7F,E major,0.126302083333
81 3D 7F,E major
91 49 7F,E major,0.00260416666667
9C 3B 7F,E major
81 49 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.126302083333
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
8C 3B 7F,E major
94 4C 7F,E major,0.00260416666667
9B 3A 7F,E major
84 4C 7F,E major,0.256510416667
98 50 7F,E major,0.00260416666667
8B 3A 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
88 50 7F,E major,0.256510416667
96 4E 7F,E major,0.00260416666667
8C 3B 7F,E major,0.256510416667
91 3D 7F,E major,0.00260416666667
86 4E 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
81 3D 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
84 4C 7F,E major,0.19921875
93 4B 7F,E major,0.0598958333333
83 4B 7F,E major,0.126302083333
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
86 36 7F,E major
93 4B 7F,E major,0.00260416666667
9C 3B 7F,E major
83 4B 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.126302083333
8C 3B 7F,E major
9C 47 7F,E major,0.00260416666667
93 3F 7F,E major
8C 47 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
83 3F 7F,E major
91 49 7F,E major,0.00260416666667
97 37 7F,E major
81 49 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
87 37 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
84 4C 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
9B 3A 7F,E major,0.00260416666667
83 4B 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
8B 3A 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
81 49 7F,E major,0.19921875
9C 47 7F,E major,0.0598958333333
8C 47 7F,E major,0.126302083333
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.126302083333
83 33 7F,E major
9C 47 7F,E major,0.00260416666667
98 38 7F,E major
8C 47 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.126302083333
97 43 7F,E major,0.00260416666667
87 43 7F,E major,0.126302083333
88 38 7F,E major
98 44 7F,E major,0.00260416666667
9C 3B 7F,E major
88 44 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
8A 45 7F,E major,0.126302083333
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.126302083333
8C 3B 7F,E major
9A 45 7F,E major,0.00260416666667
91 31 7F,E major
8A 45 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.126302083333
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
8A 45 7F,E major,0.126302083333
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.126302083333
9A 45 7F,E major,0.00260416666667
91 3D 7F,E major
81 31 7F,E major,0.259114583333
94 4C 7F,E major
8A 45 7F,E major,0.0651041666667
84 4C 7F,E major,0.0625
93 4B 7F,E major,0.00260416666667
83 4B 7F,E major,0.126302083333
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.256510416667
97 43 7F,E major,0.00260416666667
87 43 7F,E major,0.126302083333
95 41 7F,E major,0.00260416666667
81 3D 7F,E major,0.0651041666667
85 41 7F,E major,0.0625
97 43 7F,E major,0.00260416666667
9B 3A 7F,E major
87 43 7F,E major,0.256510416667
9B 46 7F,E major,0.00260416666667
8B 46 7F,E major,0.126302083333
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.126302083333
8B 3A 7F,E major
9B 46 7F,E major,0.00260416666667
97 37 7F,E major
8B 46 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
8C 3B 7F,E major,0.126302083333
9B 3A 7F,E major,0.00260416666667
8B 3A 7F,E major,0.126302083333
87 37 7F,E major
9C 3B 7F,E major,0.00260416666667
98 38 7F,E major
8C 3B 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
88 44 7F,E major,0.256510416667
88 38 7F,E major
94 40 7F,E major,0.00260416666667
91 31 7F,E major
84 40 7F,E major,0.256510416667
91 3D 7F,E major,0.00260416666667
81 3D 7F,E major,0.256510416667
81 31 7F,E major
9B 3A 7F,E major,0.00260416666667
93 33 7F,E major
8B 3A 7F,E major,0.256510416667
97 43 7F,E major,0.00260416666667
87 43 7F,E major,0.256510416667
83 33 7F,E major
98 44 7F,E major,0.00260416666667
98 2C 7F,E major
93 3F 7F,E major,0.259114583333
83 3F 7F,E major,0.256510416667
9C 3B 7F,E major,0.00260416666667
8C 3B 7F,E major,0.256510416667
88 2C 7F,E major
98 38 7F,E major,0.00260416666667
98 2C 7F,E major
88 38 7F,E major,0.2421875
88 44 7F,E major,0.00520833333333
88 2C 7F,E major,0.0078125
98 38 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
86 36 7F,E major,0.260416666667
94 40 7F,E major,0.01171875
94 34 7F,E major,0.265625
84 40 7F,E major,0.25
96 42 7F,E major,0.00911458333333
84 34 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
86 42 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
83 33 7F,E major,0.256510416667
92 32 7F,E major,0.00260416666667
88 44 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
82 32 7F,E major,0.256510416667
91 31 7F,E major,0.00260416666667
8A 45 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
81 31 7F,E major,0.256510416667
9C 2F 7F,E major,0.00260416666667
8C 47 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
8C 2F 7F,E major,0.256510416667
9A 2D 7F,E major,0.00260416666667
81 49 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
8A 2D 7F,E major,0.256510416667
98 2C 7F,E major,0.00260416666667
83 4B 7F,E major,0.256510416667
94 4C 7F,E major,0.00260416666667
84 4C 7F,E major,0.256510416667
88 2C 7F,E major
96 2A 7F,E major,0.00260416666667
93 4B 7F,E major
83 4B 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
81 49 7F,E major,0.256510416667
86 2A 7F,E major
98 2C 7F,E major,0.00260416666667
9C 47 7F,E major
88 2C 7F,E major,0.126302083333
9A 2D 7F,E major,0.00260416666667
8A 2D 7F,E major,0.126302083333
8C 47 7F,E major
98 2C 7F,E major,0.00260416666667
94 4C 7F,E major
88 2C 7F,E major,0.256510416667
9C 2F 7F,E major,0.00260416666667
8C 2F 7F,E major,0.126302083333
9A 2D 7F,E major,0.00260416666667
8A 2D 7F,E major,0.126302083333
9C 2F 7F,E major,0.00260416666667
8C 2F 7F,E major,0.256510416667
84 4C 7F,E major
98 2C 7F,E major,0.00260416666667
9C 47 7F,E major
8C 47 7F,E major,0.126302083333
88 2C 7F,E major
96 2A 7F,E major,0.00260416666667
9A 45 7F,E major
8A 45 7F,E major,0.126302083333
86 2A 7F,E major
98 2C 7F,E major,0.00260416666667
9C 47 7F,E major
8C 47 7F,E major,0.256510416667
88 2C 7F,E major
94 28 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.126302083333
84 28 7F,E major
93 27 7F,E major,0.00260416666667
96 42 7F,E major
86 42 7F,E major,0.126302083333
83 27 7F,E major
94 28 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.21875
94 4C 7F,E major,0.0403645833333
84 28 7F,E major,0.256510416667
96 2A 7F,E major,0.00260416666667
84 4C 7F,E major,0.256510416667
93 4B 7F,E major,0.00260416666667
86 2A 7F,E major,0.256510416667
98 2C 7F,E major,0.00260416666667
83 4B 7F,E major,0.256510416667
92 4A 7F,E major,0.00260416666667
88 2C 7F,E major,0.256510416667
9A 2D 7F,E major,0.00260416666667
82 4A 7F,E major,0.256510416667
91 49 7F,E major,0.00260416666667
8A 2D 7F,E major,0.256510416667
9C 2F 7F,E major,0.00260416666667
81 49 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 2F 7F,E major,0.256510416667
91 31 7F,E major,0.00260416666667
8C 47 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
81 31 7F,E major,0.256510416667
93 33 7F,E major,0.00260416666667
8A 45 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
83 33 7F,E major,0.256510416667
94 34 7F,E major,0.00260416666667
84 34 7F,E major,0.256510416667
88 44 7F,E major
93 33 7F,E major,0.00260416666667
96 42 7F,E major
83 33 7F,E major,0.256510416667
91 31 7F,E major,0.00260416666667
81 31 7F,E major,0.256510416667
86 42 7F,E major
9C 2F 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.126302083333
9A 45 7F,E major,0.00260416666667
8A 45 7F,E major,0.126302083333
8C 2F 7F,E major
94 34 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
8C 47 7F,E major,0.126302083333
9A 45 7F,E major,0.00260416666667
8A 45 7F,E major,0.126302083333
9C 47 7F,E major,0.00260416666667
84 34 7F,E major,0.12890625
8C 47 7F,E major,0.126302083333
9C 3B 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.126302083333
8C 3B 7F,E major
9A 39 7F,E major,0.00260416666667
96 42 7F,E major
86 42 7F,E major,0.126302083333
8A 39 7F,E major
9C 3B 7F,E major,0.00260416666667
98 44 7F,E major
88 44 7F,E major,0.256510416667
8C 3B 7F,E major
98 38 7F,E major,0.00260416666667
94 40 7F,E major
84 40 7F,E major,0.126302083333
88 38 7F,E major
96 36 7F,E major,0.00260416666667
93 3F 7F,E major
83 3F 7F,E major,0.126302083333
86 36 7F,E major
98 38 7F,E major,0.00260416666667
94 40 7F,E major
88 38 7F,E major,0.221354166667
91 3D 7F,E major,0.0377604166667
84 40 7F,E major,0.256510416667
96 42 7F,E major,0.00260416666667
81 3D 7F,E major,0.256510416667
9A 39 7F,E major,0.00260416666667
86 42 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
8A 39 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
8A 45 7F,E major,0.256510416667
9C 47 7F,E major,0.00260416666667
86 36 7F,E major,0.239583333333
9A 39 7F,E major,0.0182291666667
8A 39 7F,E major,0.126302083333
98 38 7F,E major,0.00260416666667
88 38 7F,E major,0.126302083333
8C 47 7F,E major
9A 39 7F,E major,0.00260416666667
93 4B 7F,E major
8A 39 7F,E major,0.256510416667
96 36 7F,E major,0.00260416666667
86 36 7F,E major,0.256510416667
83 4B 7F,E major
93 33 7F,E major,0.00260416666667
96 4E 7F,E major
83 33 7F,E major,0.256510416667
9C 2F 7F,E major,0.00260416666667
8C 2F 7F,E major,0.2421875
86 4E 7F,E major,0.0130208333333
93 3F 7F,E major,0.00260416666667
9C 3B 7F,E major,0.259114583333
83 3F 7F,E major,0.256510416667
94 40 7F,E major,0.00260416666667
8C 3B 7F,E major,0.256510416667
98 38 7F,E major,0.00260416666667
84 40 7F,E major,0.256510416667
98 44 7F,E major,0.00260416666667
88 38 7F,E major,0.256510416667
94 34 7F,E major,0.00260416666667
88 44 7F,E major,0.256510416667
9A 45 7F,E major,0.00260416666667
84 34 7F,E major,0.239583333333
